#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   1.29990    -14.433206  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.26678    -14.427493  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.23366    -14.420650  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.20054    -14.412790  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.16741    -14.404048  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.13429    -14.394617  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.10117    -14.384427  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.06805    -14.373707  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.03493    -14.362597  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.00181    -14.351122  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.96869    -14.339598  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.93557    -14.328100  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.90244    -14.316758  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.86932    -14.305714  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.83620    -14.295098  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.80308    -14.285127  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.80308    -14.285127  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.79204    -14.281972  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.78100    -14.279640  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.76996    -14.283872  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.75892    -14.287942  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.74788    -14.291717  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.73684    -14.295246  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.72580    -14.298540  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.71476    -14.301568  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.70372    -14.304342  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.69268    -14.306882  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.68164    -14.309139  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.67060    -14.311135  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.65956    -14.312867  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.64852    -14.314335  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.63747    -14.315529  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.62643    -14.316415  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.61539    -14.317071  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.60435    -14.317385  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.59331    -14.317520  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.59331    -14.317520  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.56209    -14.318983  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.53086    -14.323258  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.49963    -14.329780  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.46841    -14.338045  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.43718    -14.347534  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.40595    -14.357715  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.37472    -14.368213  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.34350    -14.378669  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.31227    -14.388835  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.28104    -14.398435  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.24982    -14.407408  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.21859    -14.415569  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.18736    -14.422830  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.15614    -14.429102  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.12491    -14.434288  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.09368    -14.438387  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.06245    -14.441344  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.03123    -14.443137  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.00000    -14.443734  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
 
# Band-Index    3
   0.00000    -14.443733  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.03123    -14.443137  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.06245    -14.441344  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.09368    -14.438386  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.12491    -14.434288  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.15614    -14.429101  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
