      #Energy        TDOS
     -10.74212       0.00000
     -10.73812       0.00000
     -10.73412       0.00000
     -10.73012       0.00000
     -10.72612       0.00000
     -10.72212       0.00000
     -10.71812       0.00000
     -10.71412       0.00000
     -10.71012       0.00000
     -10.70612       0.00000
     -10.70212       0.00000
     -10.69812       0.00000
     -10.69412       0.00000
     -10.69012       0.00000
     -10.68612       0.00000
     -10.68212       0.00000
     -10.67812       0.00000
     -10.67412       0.00000
     -10.67012       0.00000
     -10.66612       0.00000
     -10.66212       0.00000
     -10.65812       0.00000
     -10.65412       0.00000
     -10.65012       0.00000
     -10.64612       0.00000
     -10.64212       0.00000
     -10.63812       0.00000
     -10.63412       0.00000
     -10.63012       0.00000
     -10.62612       0.00000
     -10.62212       0.00000
     -10.61812       0.00000
     -10.61412       0.00000
     -10.61012       0.00000
     -10.60612       0.00000
     -10.60212       0.00000
     -10.59812       0.00000
     -10.59412       0.00000
     -10.59012       0.00000
     -10.58612       0.00000
     -10.58212       0.00000
     -10.57812       0.00000
     -10.57412       0.00000
     -10.57012       0.00000
     -10.56612       0.00000
     -10.56212       0.00000
     -10.55812       0.00000
     -10.55412       0.00000
     -10.55012       0.00000
     -10.54612       0.00000
     -10.54212       0.00000
     -10.53812       0.00000
     -10.53412       0.00000
     -10.53012       0.00000
     -10.52612       0.00000
     -10.52212       0.00000
     -10.51812       0.00000
     -10.51412       0.00000
     -10.51012       0.00000
     -10.50612       0.00000
     -10.50212       0.00000
     -10.49812       0.00000
     -10.49412       0.00000
     -10.49012       0.00000
     -10.48612       0.00000
     -10.48212       0.00000
     -10.47812       0.00000
     -10.47412       0.00000
     -10.47012       0.00000
     -10.46612       0.00000
     -10.46212       0.00000
     -10.45812       0.00000
     -10.45412       0.00000
     -10.45012       0.00000
     -10.44612       0.00000
     -10.44212       0.00000
     -10.43812       0.00000
     -10.43412       0.00000
     -10.43012       0.00000
     -10.42612       0.00000
     -10.42212       0.00000
     -10.41812       0.00000
     -10.41412       0.00000
     -10.41012       0.00000
     -10.40612       0.00000
     -10.40212       0.00000
     -10.39812       0.00000
     -10.39412       0.00000
     -10.39012       0.00000
     -10.38612       0.00000
     -10.38212       0.00000
     -10.37812       0.00000
     -10.37412       0.00000
     -10.37012       0.00000
     -10.36612       0.00000
     -10.36212       0.00000
     -10.35812       0.00000
     -10.35412       0.00000
     -10.35012       0.00000
     -10.34612       0.00000
     -10.34212       0.00000
     -10.33812       0.00000
     -10.33412       0.00000
     -10.33012       0.00000
     -10.32612       0.00000
     -10.32212       0.00000
     -10.31812       0.00000
     -10.31412       0.00000
     -10.31012       0.00000
