  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    2.386   -6.3985     0.840     0.012     0.054
    2.410   -6.4075     0.840     0.013     0.058
    2.433   -6.4120     0.853     0.008     0.054
    2.456   -6.4096     0.859     0.006     0.054
    2.480   -6.4043     0.862     0.005     0.050
    2.503   -6.3986     0.863     0.004     0.052
    2.503   -6.3986     0.863     0.004     0.052
    2.520   -6.3974     0.862     0.004     0.052
    2.536   -6.3942     0.862     0.004     0.050
    2.553   -6.3895     0.863     0.005     0.052
    2.569   -6.3840     0.864     0.005     0.052
    2.586   -6.3781     0.866     0.004     0.050
    2.602   -6.3720     0.869     0.004     0.050
    2.619   -6.3660     0.871     0.004     0.050
    2.635   -6.3602     0.874     0.004     0.048
    2.652   -6.3546     0.878     0.004     0.048
    2.668   -6.3493     0.880     0.004     0.047
    2.685   -6.3445     0.883     0.004     0.044
    2.701   -6.3400     0.885     0.004     0.044
    2.718   -6.3359     0.888     0.004     0.046
    2.734   -6.3323     0.890     0.004     0.044
    2.751   -6.3293     0.892     0.004     0.044
    2.767   -6.3268     0.894     0.002     0.044
    2.784   -6.3250     0.895     0.002     0.046
    2.800   -6.3239     0.896     0.002     0.044
    2.817   -6.3235     0.896     0.002     0.048
 
# Band-Index   14
    2.817   -6.3235     0.896     0.002     0.048
    2.800   -6.3239     0.896     0.002     0.044
    2.784   -6.3250     0.895     0.002     0.046
    2.767   -6.3268     0.894     0.002     0.044
    2.751   -6.3293     0.892     0.004     0.044
    2.734   -6.3323     0.890     0.004     0.044
    2.718   -6.3359     0.888     0.004     0.046
    2.701   -6.3399     0.886     0.004     0.044
    2.685   -6.3444     0.883     0.004     0.044
    2.668   -6.3493     0.880     0.004     0.048
    2.652   -6.3546     0.878     0.004     0.048
    2.635   -6.3602     0.874     0.004     0.048
    2.619   -6.3660     0.871     0.004     0.050
    2.602   -6.3720     0.869     0.004     0.050
    2.586   -6.3781     0.866     0.004     0.050
    2.569   -6.3840     0.864     0.005     0.052
    2.553   -6.3895     0.863     0.005     0.052
    2.536   -6.3941     0.862     0.004     0.050
    2.520   -6.3974     0.862     0.004     0.052
    2.503   -6.3986     0.863     0.004     0.052
    2.503   -6.3986     0.863     0.004     0.052
    2.480   -6.3929     0.866     0.005     0.048
    2.456   -6.3874     0.867     0.005     0.050
    2.433   -6.3823     0.869     0.005     0.048
    2.410   -6.3777     0.870     0.005     0.048
    2.386   -6.3738     0.872     0.005     0.048
    2.363   -6.3705     0.873     0.005     0.048
    2.340   -6.3681     0.875     0.005     0.048
    2.316   -6.3667     0.876     0.005     0.048
    2.293   -6.3663     0.877     0.005     0.047
    2.269   -6.3642     0.883     0.004     0.043
    2.246   -6.3648     0.886     0.003     0.042
    2.223   -6.3675     0.886     0.003     0.040
    2.199   -6.3713     0.886     0.004     0.042
    2.176   -6.3754     0.886     0.004     0.042
    2.153   -6.3791     0.886     0.002     0.042
    2.129   -6.3822     0.886     0.004     0.042
    2.106   -6.3846     0.888     0.004     0.042
    2.083   -6.3861     0.888     0.004     0.040
    2.059   -6.3866     0.888     0.004     0.038
    2.059   -6.3866     0.888     0.004     0.038
    2.031   -6.3865     0.888     0.004     0.038
    2.002   -6.3860     0.888     0.004     0.038
    1.973   -6.3851     0.888     0.004     0.038
    1.945   -6.3839     0.888     0.004     0.038
    1.916   -6.3824     0.886     0.004     0.038
    1.888   -6.3805     0.886     0.004     0.040
    1.859   -6.3783     0.884     0.004     0.040
    1.830   -6.3758     0.884     0.004     0.040
    1.802   -6.3730     0.882     0.004     0.040
    1.773   -6.3700     0.880     0.004     0.040
    1.744   -6.3668     0.876     0.004     0.042
    1.716   -6.3636     0.872     0.006     0.046
    1.687   -6.3610     0.863     0.007     0.046
    1.659   -6.3600     0.846     0.008     0.046
    1.630   -6.3632     0.822     0.012     0.052
    1.601   -6.3716     0.803     0.014     0.058
    1.573   -6.3827     0.791     0.015     0.060
    1.544   -6.3944     0.794     0.012     0.058
    1.516   -6.4011     0.820     0.008     0.048
    1.516   -6.4011     0.820     0.008     0.048
    1.480   -6.3883     0.786     0.016     0.060
    1.445   -6.3682     0.801     0.016     0.056
    1.410   -6.3823     0.810     0.012     0.056
    1.375   -6.3795     0.834     0.008     0.048
    1.340   -6.3736     0.842     0.006     0.048
    1.305   -6.3666     0.850     0.006     0.040
    1.270   -6.3588     0.857     0.004     0.040
    1.235   -6.3505     0.864     0.004     0.040
    1.200   -6.3417     0.872     0.004     0.032
    1.165   -6.3335     0.902     0.004     0.040
    1.130   -6.3331     0.902     0.004     0.040
    1.095   -6.3327     0.901     0.004     0.040
    1.060   -6.3323     0.900     0.004     0.040
    1.025   -6.3317     0.900     0.004     0.040
    0.990   -6.3311     0.900     0.002     0.040
    0.955   -6.3305     0.899     0.002     0.040
    0.920   -6.3298     0.898     0.002     0.040
    0.885   -6.3289     0.898     0.002     0.040
    0.850   -6.3280     0.898     0.002     0.044
    0.850   -6.3280     0.898     0.002     0.044
    0.838   -6.3277     0.898     0.002     0.044
    0.826   -6.3274     0.898     0.002     0.044
    0.815   -6.3271     0.896     0.002     0.044
    0.803   -6.3268     0.896     0.002     0.044
    0.791   -6.3264     0.896     0.002     0.044
    0.780   -6.3261     0.896     0.002     0.044
    0.768   -6.3258     0.896     0.002     0.044
    0.756   -6.3255     0.896     0.002     0.044
    0.745   -6.3252     0.896     0.002     0.044
    0.733   -6.3249     0.896     0.002     0.044
    0.721   -6.3246     0.896     0.002     0.044
    0.710   -6.3244     0.896     0.002     0.044
    0.698   -6.3242     0.896     0.002     0.048
    0.686   -6.3240     0.896     0.002     0.048
    0.674   -6.3238     0.896     0.002     0.048
    0.663   -6.3237     0.896     0.002     0.048
    0.651   -6.3236     0.896     0.002     0.048
    0.639   -6.3235     0.896     0.002     0.048
    0.628   -6.3235     0.896     0.002     0.048
    0.628   -6.3235     0.896     0.002     0.048
    0.595   -6.3238     0.896     0.002     0.048
    0.562   -6.3248     0.896     0.002     0.048
    0.529   -6.3263     0.896     0.002     0.044
    0.496   -6.3283     0.896     0.002     0.044
    0.463   -6.3307     0.896     0.002     0.044
    0.430   -6.3334     0.896     0.002     0.044
    0.396   -6.3361     0.896     0.002     0.040
    0.363   -6.3392     0.877     0.004     0.032
    0.330   -6.3481     0.869     0.004     0.032
    0.297   -6.3567     0.862     0.004     0.032
    0.264   -6.3649     0.854     0.004     0.040
    0.231   -6.3726     0.847     0.004     0.040
    0.198   -6.3797     0.840     0.004     0.040
    0.165   -6.3859     0.835     0.004     0.048
    0.132   -6.3912     0.830     0.004     0.048
    0.099   -6.3836     0.760     0.008     0.080
    0.066   -6.3799     0.800     0.008     0.064
    0.033   -6.3889     0.795     0.012     0.056
    0.000   -6.4011     0.820     0.008     0.048
 
# Band-Index   15
    0.000   -6.3348     0.904     0.004     0.038
    0.033   -6.3370     0.904     0.004     0.036
    0.066   -6.3414     0.905     0.004     0.036
    0.099   -6.3453     0.906     0.002     0.036
    0.132   -6.3476     0.904     0.002     0.036
    0.165   -6.3484     0.903     0.002     0.036
    0.198   -6.3483     0.902     0.002     0.036
    0.231   -6.3473     0.900     0.002     0.036
    0.264   -6.3458     0.898     0.002     0.040
    0.297   -6.3438     0.898     0.002     0.040
    0.330   -6.3415     0.896     0.002     0.040
    0.363   -6.3389     0.896     0.002     0.040
    0.396   -6.3361     0.896     0.002     0.040
    0.430   -6.3334     0.896     0.002     0.044
    0.463   -6.3307     0.896     0.002     0.044
    0.496   -6.3218     0.862     0.008     0.040
    0.529   -6.3107     0.877     0.004     0.032
    0.562   -6.3003     0.889     0.004     0.032
    0.595   -6.2906     0.901     0.004     0.024
    0.628   -6.2817     0.910     0.004     0.024
    0.628   -6.2817     0.910     0.004     0.024
    0.639   -6.2817     0.910     0.004     0.020
    0.651   -6.2817     0.911     0.004     0.024
    0.663   -6.2817     0.910     0.004     0.024
    0.674   -6.2817     0.910     0.004     0.024
    0.686   -6.2817     0.909     0.004     0.024
    0.698   -6.2817     0.909     0.004     0.024
    0.710   -6.2817     0.908     0.004     0.024
    0.721   -6.2817     0.907     0.004     0.024
    0.733   -6.2818     0.906     0.004     0.024
    0.745   -6.2818     0.905     0.004     0.024
    0.756   -6.2818     0.904     0.004     0.024
    0.768   -6.2818     0.903     0.004     0.024
    0.780   -6.2818     0.901     0.004     0.024
    0.791   -6.2819     0.899     0.004     0.024
    0.803   -6.2819     0.897     0.004     0.028
    0.815   -6.2819     0.895     0.006     0.028
    0.826   -6.2819     0.891     0.006     0.028
    0.838   -6.2820     0.889     0.006     0.028
    0.850   -6.2820     0.886     0.006     0.028
    0.850   -6.2820     0.886     0.006     0.028
    0.885   -6.2819     0.874     0.008     0.032
    0.920   -6.2822     0.916     0.002     0.020
    0.955   -6.2864     0.918     0.000     0.020
    0.990   -6.2923     0.914     0.000     0.020
    1.025   -6.2992     0.909     0.002     0.024
    1.060   -6.3069     0.903     0.002     0.024
    1.095   -6.3151     0.896     0.002     0.028
    1.130   -6.3238     0.888     0.002     0.032
    1.165   -6.3327     0.880     0.002     0.032
    1.200   -6.3337     0.902     0.004     0.040
    1.235   -6.3340     0.903     0.004     0.040
    1.270   -6.3342     0.903     0.004     0.040
    1.305   -6.3344     0.904     0.004     0.040
    1.340   -6.3345     0.904     0.004     0.040
    1.375   -6.3346     0.904     0.004     0.040
    1.410   -6.3486     0.835     0.012     0.048
    1.445   -6.3614     0.794     0.010     0.072
    1.480   -6.3396     0.886     0.004     0.044
    1.516   -6.3348     0.904     0.004     0.038
    1.516   -6.3348     0.904     0.004     0.038
    1.544   -6.3362     0.888     0.004     0.044
    1.573   -6.3484     0.792     0.011     0.074
    1.601   -6.3686     0.692     0.019     0.102
    1.630   -6.3632     0.822     0.012     0.054
    1.659   -6.3600     0.846     0.008     0.048
    1.687   -6.3610     0.863     0.006     0.046
    1.716   -6.3636     0.872     0.006     0.044
    1.744   -6.3612     0.426     0.051     0.180
    1.773   -6.3307     0.384     0.054     0.192
    1.802   -6.2983     0.911     0.001     0.028
    1.830   -6.2924     0.914     0.000     0.028
    1.859   -6.2869     0.918     0.000     0.028
    1.888   -6.2820     0.921     0.000     0.022
    1.916   -6.2777     0.924     0.000     0.022
    1.945   -6.2739     0.926     0.000     0.022
    1.973   -6.2708     0.927     0.000     0.022
    2.002   -6.2685     0.928     0.000     0.021
    2.031   -6.2670     0.929     0.000     0.020
    2.059   -6.2665     0.929     0.000     0.020
    2.059   -6.2665     0.929     0.000     0.020
    2.083   -6.2669     0.929     0.000     0.026
    2.106   -6.2681     0.927     0.000     0.026
    2.129   -6.2702     0.924     0.000     0.026
    2.153   -6.2732     0.920     0.001     0.026
    2.176   -6.2768     0.915     0.001     0.030
    2.199   -6.2810     0.908     0.001     0.030
    2.223   -6.2854     0.901     0.004     0.030
    2.246   -6.2895     0.894     0.004     0.032
    2.269   -6.2924     0.890     0.004     0.034
    2.293   -6.2934     0.890     0.005     0.030
    2.316   -6.2924     0.895     0.005     0.026
    2.340   -6.2900     0.901     0.003     0.026
    2.363   -6.2867     0.907     0.002     0.026
    2.386   -6.2832     0.914     0.002     0.022
    2.410   -6.2797     0.919     0.002     0.022
    2.433   -6.2764     0.923     0.002     0.020
    2.456   -6.2738     0.920     0.001     0.022
    2.480   -6.2721     0.921     0.001     0.022
    2.503   -6.2703     0.922     0.000     0.020
    2.503   -6.2703     0.922     0.000     0.020
    2.520   -6.2703     0.922     0.000     0.020
    2.536   -6.2704     0.922     0.000     0.020
    2.553   -6.2706     0.922     0.000     0.020
    2.569   -6.2708     0.922     0.000     0.020
    2.586   -6.2710     0.921     0.000     0.020
    2.602   -6.2714     0.921     0.000     0.020
    2.619   -6.2719     0.920     0.000     0.024
    2.635   -6.2726     0.920     0.000     0.023
    2.652   -6.2734     0.918     0.000     0.020
    2.668   -6.2744     0.918     0.000     0.020
    2.685   -6.2754     0.917     0.004     0.020
    2.701   -6.2765     0.916     0.004     0.020
    2.718   -6.2776     0.915     0.004     0.024
    2.734   -6.2787     0.914     0.004     0.024
    2.751   -6.2796     0.913     0.004     0.024
    2.767   -6.2805     0.912     0.004     0.024
    2.784   -6.2811     0.911     0.004     0.024
    2.800   -6.2816     0.910     0.004     0.024
    2.817   -6.2817     0.910     0.004     0.024
 
# Band-Index   16
    2.817   -6.2817     0.910     0.004     0.024
    2.800   -6.2815     0.910     0.004     0.024
    2.784   -6.2811     0.911     0.004     0.024
    2.767   -6.2804     0.912     0.004     0.024
    2.751   -6.2796     0.913     0.004     0.024
    2.734   -6.2786     0.914     0.004     0.024
    2.718   -6.2776     0.915     0.004     0.024
    2.701   -6.2765     0.916     0.004     0.020
    2.685   -6.2754     0.917     0.004     0.020
    2.668   -6.2744     0.918     0.000     0.020
    2.652   -6.2734     0.918     0.000     0.020
    2.635   -6.2726     0.919     0.000     0.023
    2.619   -6.2719     0.920     0.000     0.024
    2.602   -6.2714     0.921     0.000     0.020
    2.586   -6.2710     0.922     0.000     0.020
    2.569   -6.2707     0.922     0.000     0.020
    2.553   -6.2705     0.922     0.000     0.020
    2.536   -6.2704     0.922     0.000     0.020
    2.520   -6.2703     0.922     0.000     0.020
    2.503   -6.2703     0.922     0.000     0.020
    2.503   -6.2703     0.922     0.000     0.020
    2.480   -6.2704     0.928     0.000     0.016
    2.456   -6.2733     0.927     0.000     0.018
    2.433   -6.2753     0.920     0.000     0.022
    2.410   -6.2766     0.919     0.000     0.022
    2.386   -6.2776     0.919     0.000     0.022
    2.363   -6.2781     0.919     0.000     0.022
