#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  84  96
# Band-Index:    1
   0.16435    -16.560834  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.13148    -16.566591  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   0.09861    -16.571122  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.06574    -16.574389  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.03287    -16.576365  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.00000    -16.577024  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
 
# Band-Index:    3
   0.00000    -16.577023  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   0.03287    -16.576365  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.06574    -16.574388  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.09861    -16.571122  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.13148    -16.566591  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   0.16435    -16.560834  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.19722    -16.553938  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.23009    -16.545965  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.26297    -16.537028  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.29584    -16.527272  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.32871    -16.515972  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.36158    -16.502987  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.39445    -16.488780  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.42732    -16.473333  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.46019    -16.456720  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.49306    -16.438976  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.52593    -16.420199  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.55880    -16.400412  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.59167    -16.379898  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   0.59167    -16.379898  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.074
   0.63351    -16.381635  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   0.67535    -16.386662  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   0.71719    -16.394504  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.75902    -16.404633  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.80086    -16.405337  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   0.80086    -16.405344  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
   0.83389    -16.389964  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   0.86692    -16.372748  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   0.89995    -16.353860  0.064  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.068
   0.93298    -16.364546  0.068  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.072
   0.96601    -16.387144  0.072  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.076
