  #K-Path    Energy        Zn        In         S
# NKPTS & NBANDS: 120  76
# Band-Index    1
    2.145  -13.7795     0.000     0.979     0.000
    2.167  -13.7782     0.000     0.978     0.000
    2.189  -13.7769     0.000     0.979     0.000
    2.211  -13.7757     0.000     0.980     0.000
    2.233  -13.7745     0.000     0.981     0.000
    2.255  -13.7734     0.000     0.979     0.000
    2.277  -13.7724     0.000     0.980     0.000
    2.300  -13.7715     0.000     0.979     0.000
    2.322  -13.7708     0.000     0.979     0.000
    2.344  -13.7701     0.000     0.980     0.000
    2.366  -13.7696     0.000     0.979     0.000
    2.366  -13.7696     0.000     0.979     0.000
    2.381  -13.7697     0.000     0.980     0.000
    2.397  -13.7699     0.000     0.980     0.000
    2.413  -13.7702     0.000     0.980     0.000
    2.428  -13.7707     0.000     0.979     0.000
    2.444  -13.7712     0.000     0.978     0.000
    2.459  -13.7719     0.000     0.980     0.000
    2.475  -13.7725     0.000     0.980     0.000
    2.491  -13.7732     0.000     0.979     0.000
    2.506  -13.7740     0.000     0.980     0.000
    2.522  -13.7747     0.000     0.980     0.000
    2.537  -13.7754     0.000     0.978     0.000
    2.553  -13.7761     0.000     0.978     0.000
    2.569  -13.7767     0.000     0.980     0.000
    2.584  -13.7773     0.000     0.979     0.000
    2.600  -13.7777     0.000     0.980     0.000
    2.616  -13.7781     0.000     0.979     0.000
    2.631  -13.7784     0.000     0.979     0.000
    2.647  -13.7785     0.000     0.979     0.000
    2.662  -13.7785     0.000     0.980     0.000
 
# Band-Index   18
    2.662  -13.7785     0.000     0.979     0.000
    2.647  -13.7785     0.000     0.979     0.000
    2.631  -13.7783     0.000     0.979     0.000
    2.616  -13.7781     0.000     0.979     0.000
    2.600  -13.7777     0.000     0.980     0.000
    2.584  -13.7772     0.000     0.979     0.000
    2.569  -13.7766     0.000     0.980     0.000
    2.553  -13.7760     0.000     0.979     0.000
    2.537  -13.7754     0.000     0.978     0.000
    2.522  -13.7746     0.000     0.980     0.000
    2.506  -13.7739     0.000     0.980     0.000
    2.491  -13.7732     0.000     0.979     0.000
    2.475  -13.7725     0.000     0.980     0.000
    2.459  -13.7718     0.000     0.980     0.000
    2.444  -13.7712     0.000     0.978     0.000
    2.428  -13.7706     0.000     0.979     0.000
    2.413  -13.7702     0.000     0.980     0.000
    2.397  -13.7699     0.000     0.980     0.000
    2.381  -13.7696     0.000     0.980     0.000
    2.366  -13.7696     0.000     0.979     0.000
    2.366  -13.7696     0.000     0.979     0.000
    2.344  -13.7691     0.000     0.979     0.000
    2.322  -13.7687     0.000     0.979     0.000
    2.300  -13.7682     0.000     0.980     0.000
    2.277  -13.7677     0.000     0.979     0.000
    2.255  -13.7671     0.000     0.980     0.000
    2.233  -13.7665     0.000     0.980     0.000
    2.211  -13.7657     0.000     0.980     0.000
    2.189  -13.7649     0.000     0.981     0.000
    2.167  -13.7640     0.000     0.980     0.000
    2.145  -13.7630     0.000     0.980     0.000
    2.123  -13.7620     0.000     0.980     0.000
    2.101  -13.7610     0.000     0.981     0.000
    2.079  -13.7602     0.000     0.981     0.000
    2.057  -13.7594     0.000     0.980     0.000
    2.035  -13.7587     0.000     0.980     0.000
    2.012  -13.7582     0.000     0.981     0.000
    1.990  -13.7578     0.000     0.980     0.000
    1.968  -13.7575     0.000     0.980     0.000
    1.946  -13.7575     0.000     0.980     0.000
    1.946  -13.7575     0.000     0.980     0.000
    1.919  -13.7571     0.000     0.980     0.000
    1.892  -13.7560     0.000     0.981     0.000
    1.865  -13.7543     0.000     0.981     0.000
    1.838  -13.7521     0.000     0.981     0.000
    1.811  -13.7494     0.000     0.982     0.000
    1.784  -13.7464     0.000     0.982     0.000
    1.757  -13.7434     0.000     0.982     0.000
    1.730  -13.7402     0.000     0.982     0.000
    1.703  -13.7370     0.000     0.983     0.000
    1.676  -13.7340     0.000     0.983     0.000
    1.649  -13.7310     0.000     0.983     0.000
    1.622  -13.7282     0.000     0.985     0.000
    1.595  -13.7257     0.000     0.984     0.000
    1.568  -13.7234     0.000     0.984     0.000
    1.541  -13.7215     0.000     0.985     0.000
    1.514  -13.7199     0.000     0.985     0.000
    1.486  -13.7188     0.000     0.985     0.000
    1.459  -13.7181     0.000     0.985     0.000
    1.432  -13.7179     0.000     0.986     0.000
    1.432  -13.7179     0.000     0.986     0.000
    1.399  -13.7183     0.000     0.985     0.000
    1.366  -13.7195     0.000     0.984     0.000
    1.333  -13.7215     0.000     0.984     0.000
    1.300  -13.7243     0.000     0.984     0.000
    1.267  -13.7276     0.000     0.984     0.000
    1.234  -13.7314     0.000     0.982     0.000
    1.201  -13.7355     0.000     0.982     0.000
    1.167  -13.7399     0.000     0.982     0.000
    1.134  -13.7445     0.000     0.982     0.000
    1.101  -13.7491     0.000     0.982     0.000
    1.068  -13.7538     0.000     0.980     0.000
    1.035  -13.7582     0.000     0.980     0.000
    1.002  -13.7626     0.000     0.980     0.000
    0.969  -13.7669     0.000     0.980     0.000
    0.936  -13.7710     0.000     0.978     0.000
    0.902  -13.7704     0.000     0.979     0.000
    0.869  -13.7661     0.000     0.979     0.000
    0.836  -13.7619     0.000     0.981     0.000
    0.803  -13.7638     0.000     0.980     0.000
    0.803  -13.7638     0.000     0.980     0.000
    0.792  -13.7649     0.000     0.980     0.000
    0.781  -13.7660     0.000     0.980     0.000
    0.770  -13.7671     0.000     0.980     0.000
    0.759  -13.7682     0.000     0.979     0.000
    0.748  -13.7692     0.000     0.980     0.000
    0.737  -13.7702     0.000     0.980     0.000
    0.726  -13.7712     0.000     0.980     0.000
    0.715  -13.7722     0.000     0.980     0.000
    0.704  -13.7731     0.000     0.980     0.000
    0.693  -13.7740     0.000     0.978     0.000
    0.682  -13.7749     0.000     0.980     0.000
    0.671  -13.7757     0.000     0.980     0.000
    0.660  -13.7764     0.000     0.980     0.000
    0.649  -13.7770     0.000     0.979     0.000
    0.637  -13.7776     0.000     0.978     0.000
    0.626  -13.7780     0.000     0.978     0.000
    0.615  -13.7783     0.000     0.978     0.000
    0.604  -13.7784     0.000     0.978     0.000
    0.593  -13.7785     0.000     0.979     0.000
    0.593  -13.7785     0.000     0.979     0.000
    0.562  -13.7752     0.000     0.980     0.000
    0.531  -13.7714     0.000     0.980     0.000
    0.500  -13.7674     0.000     0.980     0.000
    0.468  -13.7632     0.000     0.980     0.000
    0.437  -13.7589     0.000     0.980     0.000
    0.406  -13.7545     0.000     0.980     0.000
    0.375  -13.7501     0.000     0.980     0.000
    0.343  -13.7456     0.000     0.984     0.000
    0.312  -13.7414     0.000     0.984     0.000
    0.281  -13.7373     0.000     0.984     0.000
    0.250  -13.7335     0.000     0.984     0.000
    0.219  -13.7300     0.000     0.984     0.000
    0.187  -13.7269     0.000     0.984     0.000
    0.156  -13.7242     0.000     0.984     0.000
    0.125  -13.7219     0.000     0.984     0.000
    0.094  -13.7201     0.000     0.985     0.000
    0.062  -13.7189     0.000     0.986     0.000
    0.031  -13.7181     0.000     0.986     0.000
    0.000  -13.7179     0.000     0.986     0.000
 
# Band-Index   19
    0.000  -13.7179     0.000     0.986     0.000
    0.031  -13.7181     0.000     0.986     0.000
    0.062  -13.7186     0.000     0.986     0.000
    0.094  -13.7194     0.000     0.986     0.000
    0.125  -13.7206     0.000     0.984     0.000
    0.156  -13.7221     0.000     0.986     0.000
    0.187  -13.7238     0.000     0.986     0.000
    0.219  -13.7256     0.000     0.984     0.000
    0.250  -13.7276     0.000     0.984     0.000
    0.281  -13.7297     0.000     0.982     0.000
    0.312  -13.7318     0.000     0.982     0.000
    0.343  -13.7340     0.000     0.983     0.000
    0.375  -13.7360     0.000     0.984     0.000
    0.406  -13.7380     0.000     0.982     0.000
    0.437  -13.7398     0.000     0.982     0.000
    0.468  -13.7413     0.000     0.982     0.000
    0.500  -13.7426     0.000     0.982     0.000
    0.531  -13.7435     0.000     0.982     0.000
    0.562  -13.7440     0.000     0.982     0.000
    0.593  -13.7442     0.000     0.982     0.000
    0.593  -13.7442     0.000     0.982     0.000
    0.604  -13.7442     0.000     0.982     0.000
    0.615  -13.7444     0.000     0.982     0.000
    0.626  -13.7446     0.000     0.982     0.000
    0.637  -13.7449     0.000     0.982     0.000
    0.649  -13.7453     0.000     0.982     0.000
    0.660  -13.7457     0.000     0.982     0.000
    0.671  -13.7463     0.000     0.980     0.000
    0.682  -13.7468     0.000     0.980     0.000
    0.693  -13.7475     0.000     0.980     0.000
    0.704  -13.7483     0.000     0.980     0.000
    0.715  -13.7491     0.000     0.980     0.000
    0.726  -13.7500     0.000     0.982     0.000
    0.737  -13.7509     0.000     0.982     0.000
    0.748  -13.7519     0.000     0.982     0.000
    0.759  -13.7530     0.000     0.982     0.000
    0.770  -13.7541     0.000     0.980     0.000
    0.781  -13.7554     0.000     0.980     0.000
    0.792  -13.7566     0.000     0.980     0.000
    0.803  -13.7578     0.000     0.982     0.000
    0.803  -13.7578     0.000     0.982     0.000
    0.836  -13.7604     0.000     0.982     0.000
    0.869  -13.7570     0.000     0.980     0.000
    0.902  -13.7536     0.000     0.981     0.000
    0.936  -13.7502     0.000     0.982     0.000
    0.969  -13.7468     0.000     0.982     0.000
    1.002  -13.7435     0.000     0.982     0.000
    1.035  -13.7403     0.000     0.982     0.000
    1.068  -13.7372     0.000     0.982     0.000
    1.101  -13.7343     0.000     0.984     0.000
    1.134  -13.7315     0.000     0.982     0.000
    1.167  -13.7289     0.000     0.984     0.000
    1.201  -13.7267     0.000     0.984     0.000
    1.234  -13.7245     0.000     0.984     0.000
    1.267  -13.7226     0.000     0.985     0.000
    1.300  -13.7209     0.000     0.986     0.000
    1.333  -13.7196     0.000     0.986     0.000
    1.366  -13.7187     0.000     0.986     0.000
    1.399  -13.7181     0.000     0.986     0.000
    1.432  -13.7179     0.000     0.986     0.000
    1.432  -13.7179     0.000     0.986     0.000
    1.459  -13.7181     0.000     0.985     0.000
    1.486  -13.7188     0.000     0.986     0.000
    1.514  -13.7199     0.000     0.985     0.000
    1.541  -13.7215     0.000     0.985     0.000
    1.568  -13.7234     0.000     0.985     0.000
    1.595  -13.7257     0.000     0.984     0.000
    1.622  -13.7282     0.000     0.985     0.000
    1.649  -13.7310     0.000     0.983     0.000
    1.676  -13.7340     0.000     0.984     0.000
    1.703  -13.7370     0.000     0.983     0.000
    1.730  -13.7402     0.000     0.982     0.000
    1.757  -13.7434     0.000     0.982     0.000
    1.784  -13.7464     0.000     0.982     0.000
    1.811  -13.7494     0.000     0.982     0.000
    1.838  -13.7521     0.000     0.982     0.000
    1.865  -13.7543     0.000     0.980     0.000
    1.892  -13.7560     0.000     0.980     0.000
    1.919  -13.7571     0.000     0.981     0.000
    1.946  -13.7575     0.000     0.980     0.000
    1.946  -13.7575     0.000     0.980     0.000
    1.968  -13.7575     0.000     0.980     0.000
    1.990  -13.7575     0.000     0.981     0.000
    2.012  -13.7575     0.000     0.980     0.000
    2.035  -13.7574     0.000     0.979     0.000
    2.057  -13.7574     0.000     0.980     0.000
    2.079  -13.7573     0.000     0.980     0.000
    2.101  -13.7573     0.000     0.982     0.000
    2.123  -13.7571     0.000     0.980     0.000
    2.145  -13.7570     0.000     0.981     0.000
    2.167  -13.7568     0.000     0.980     0.000
    2.189  -13.7565     0.000     0.982     0.000
    2.211  -13.7561     0.000     0.981     0.000
    2.233  -13.7557     0.000     0.982     0.000
    2.255  -13.7550     0.000     0.981     0.000
    2.277  -13.7542     0.000     0.981     0.000
    2.300  -13.7532     0.000     0.981     0.000
    2.322  -13.7520     0.000     0.981     0.000
    2.344  -13.7506     0.000     0.981     0.000
    2.366  -13.7490     0.000     0.981     0.000
    2.366  -13.7490     0.000     0.981     0.000
    2.381  -13.7490     0.000     0.981     0.000
    2.397  -13.7489     0.000     0.981     0.000
    2.413  -13.7487     0.000     0.981     0.000
    2.428  -13.7484     0.000     0.981     0.000
    2.444  -13.7480     0.000     0.982     0.000
    2.459  -13.7477     0.000     0.982     0.000
    2.475  -13.7473     0.000     0.981     0.000
    2.491  -13.7469     0.000     0.981     0.000
    2.506  -13.7465     0.000     0.980     0.000
    2.522  -13.7461     0.000     0.981     0.000
    2.537  -13.7458     0.000     0.981     0.000
    2.553  -13.7454     0.000     0.982     0.000
    2.569  -13.7451     0.000     0.982     0.000
    2.584  -13.7449     0.000     0.982     0.000
    2.600  -13.7447     0.000     0.981     0.000
    2.616  -13.7445     0.000     0.981     0.000
    2.631  -13.7444     0.000     0.980     0.000
    2.647  -13.7443     0.000     0.981     0.000
    2.662  -13.7442     0.000     0.982     0.000
 
# Band-Index   20
    2.662  -13.7442     0.000     0.982     0.000
    2.647  -13.7443     0.000     0.980     0.000
    2.631  -13.7444     0.000     0.980     0.000
    2.616  -13.7445     0.000     0.981     0.000
    2.600  -13.7447     0.000     0.981     0.000
    2.584  -13.7449     0.000     0.982     0.000
    2.569  -13.7451     0.000     0.982     0.000
    2.553  -13.7454     0.000     0.982     0.000
    2.537  -13.7458     0.000     0.981     0.000
    2.522  -13.7461     0.000     0.981     0.000
    2.506  -13.7465     0.000     0.980     0.000
    2.491  -13.7469     0.000     0.981     0.000
    2.475  -13.7473     0.000     0.981     0.000
    2.459  -13.7477     0.000     0.982     0.000
    2.444  -13.7480     0.000     0.982     0.000
    2.428  -13.7484     0.000     0.981     0.000
    2.413  -13.7487     0.000     0.981     0.000
    2.397  -13.7489     0.000     0.981     0.000
    2.381  -13.7490     0.000     0.982     0.000
    2.366  -13.7490     0.000     0.981     0.000
    2.366  -13.7490     0.000     0.981     0.000
    2.344  -13.7473     0.000     0.981     0.000
