#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   1.62169    -14.412831  0.002  0.000  0.000  0.000  0.007  0.000  0.462  0.009  0.326  0.805
   1.59464    -14.420884  0.002  0.000  0.000  0.000  0.007  0.000  0.462  0.008  0.325  0.805
   1.56760    -14.427785  0.002  0.000  0.000  0.000  0.008  0.000  0.461  0.008  0.322  0.803
   1.54056    -14.433498  0.002  0.000  0.000  0.000  0.008  0.000  0.462  0.008  0.323  0.802
   1.51351    -14.437958  0.002  0.000  0.000  0.000  0.008  0.000  0.461  0.008  0.322  0.801
   1.48647    -14.441164  0.002  0.000  0.000  0.000  0.008  0.000  0.461  0.008  0.323  0.802
   1.45943    -14.443090  0.002  0.000  0.000  0.000  0.008  0.000  0.462  0.008  0.322  0.800
   1.43238    -14.443734  0.002  0.000  0.000  0.000  0.002  0.012  0.274  0.000  0.508  0.800
   1.43238    -14.443734  0.002  0.000  0.000  0.000  0.002  0.012  0.274  0.000  0.510  0.800
   1.39926    -14.443060  0.000  0.000  0.000  0.000  0.016  0.000  0.783  0.000  0.000  0.801
   1.36614    -14.441058  0.000  0.000  0.000  0.000  0.016  0.000  0.784  0.000  0.000  0.800
   1.33302    -14.437755  0.002  0.000  0.000  0.000  0.016  0.000  0.785  0.000  0.000  0.802
   1.29990    -14.433206  0.002  0.000  0.000  0.000  0.014  0.000  0.786  0.000  0.000  0.802
   1.26678    -14.427493  0.002  0.000  0.000  0.000  0.014  0.000  0.788  0.000  0.000  0.802
   1.23366    -14.420650  0.002  0.000  0.000  0.000  0.014  0.000  0.788  0.000  0.000  0.804
   1.20054    -14.412790  0.002  0.000  0.000  0.000  0.014  0.000  0.790  0.000  0.000  0.806
   1.16741    -14.404048  0.002  0.000  0.000  0.000  0.014  0.000  0.792  0.000  0.000  0.808
   1.13429    -14.394617  0.002  0.000  0.000  0.000  0.014  0.000  0.794  0.000  0.000  0.808
   1.10117    -14.384427  0.002  0.000  0.000  0.000  0.016  0.000  0.796  0.000  0.000  0.812
   1.06805    -14.373707  0.002  0.000  0.000  0.000  0.014  0.000  0.798  0.000  0.000  0.812
   1.03493    -14.362597  0.002  0.000  0.000  0.000  0.014  0.000  0.800  0.000  0.000  0.816
   1.00181    -14.351122  0.002  0.000  0.000  0.000  0.016  0.000  0.800  0.000  0.000  0.818
   0.96869    -14.339598  0.002  0.000  0.000  0.000  0.016  0.000  0.800  0.000  0.000  0.818
   0.93557    -14.328100  0.002  0.000  0.000  0.000  0.016  0.000  0.802  0.000  0.000  0.820
   0.90244    -14.316758  0.002  0.000  0.000  0.000  0.018  0.000  0.804  0.000  0.000  0.822
   0.86932    -14.305714  0.002  0.000  0.000  0.000  0.018  0.000  0.804  0.000  0.000  0.826
   0.83620    -14.295098  0.002  0.000  0.000  0.000  0.020  0.000  0.804  0.000  0.000  0.826
   0.80308    -14.285127  0.002  0.000  0.000  0.000  0.022  0.000  0.804  0.000  0.000  0.828
   0.80308    -14.285127  0.002  0.000  0.000  0.000  0.000  0.000  0.200  0.022  0.602  0.828
   0.79204    -14.281972  0.002  0.000  0.000  0.000  0.000  0.000  0.202  0.022  0.602  0.828
