#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 149  48
# Band-Index:    1
   2.51637    -13.787602  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.47003    -13.775371  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.42369    -13.767937  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.37735    -13.765443  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.37735    -13.765443  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.33548    -13.764485  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.29362    -13.761630  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.25175    -13.756987  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.20988    -13.750683  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.16802    -13.742915  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.12615    -13.733944  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.08429    -13.724026  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   2.04242    -13.713488  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   2.00055    -13.702651  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.95869    -13.691850  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.91682    -13.681425  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.87496    -13.671699  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.83309    -13.662972  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.79122    -13.655520  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.74936    -13.649568  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.70749    -13.645307  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.66563    -13.642872  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.62376    -13.642358  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.58189    -13.643784  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.54003    -13.647122  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.49816    -13.652265  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   1.45630    -13.659077  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
